,rank,artist,song,rank_last_week,peak_rank,weeks_on_chart,date,week
"3403,4,""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"",Whats Poppin,3,2,27,2020-08-29,35"
3404,5,Harry Styles,Watermelon Sugar,1,1,21,2020-08-29,35
3405,6,SAINt JHN,Roses,5,4,21,2020-08-29,35
3406,7,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),7,7,9,2020-08-29,35
3407,8,Juice WRLD & The Weeknd,Smile,0,8,1,2020-08-29,35
3408,9,Chris Brown & Young Thug,Go Crazy,9,9,14,2020-08-29,35
3409,10,Lewis Capaldi,Before You Go,11,10,28,2020-08-29,35
3410,11,Gabby Barrett Featuring Charlie Puth,I Hope,15,11,33,2020-08-29,35
3411,12,Rod Wave Featuring ATR Son Son,Rags2Riches,55,12,7,2020-08-29,35
3412,13,Dua Lipa,Break My Heart,14,13,20,2020-08-29,35
3413,14,Harry Styles,Adore You,12,6,36,2020-08-29,35
3414,15,Post Malone,Circles,16,1,50,2020-08-29,35
3415,16,Megan Thee Stallion,Savage,13,1,22,2020-08-29,35
3416,17,Pop Smoke Featuring Lil Tjay,Mood Swings,25,17,6,2020-08-29,35
3417,18,Juice WRLD x Marshmello,Come & Go,17,2,5,2020-08-29,35
3418,19,Lil Mosey,Blueberry Faygo,10,8,27,2020-08-29,35
3419,20,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,20,6,6,2020-08-29,35
3420,21,Luke Bryan,One Margarita,27,19,15,2020-08-29,35
3421,22,Maddie & Tae,Die From A Broken Heart,26,22,18,2020-08-29,35
3422,23,DJ Khaled Featuring Drake,Popstar,18,3,4,2020-08-29,35
3423,24,Taylor Swift,Cardigan,8,1,3,2020-08-29,35
3424,25,Powfu Featuring beabadoobee,Death Bed,24,23,22,2020-08-29,35
3425,26,Dua Lipa,Don't Start Now,22,2,41,2020-08-29,35
3426,27,Juice WRLD,Wishing Well,21,5,5,2020-08-29,35
3427,28,Maren Morris,The Bones,28,12,47,2020-08-29,35
3428,29,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,30,11,6,2020-08-29,35
3429,30,Future Featuring Drake,Life Is Good,29,2,31,2020-08-29,35
3430,31,Justin Bieber Featuring Quavo,Intentions,32,5,27,2020-08-29,35
3431,32,Lil Baby & 42 Dugg,We Paid,31,10,15,2020-08-29,35
3432,33,Doja Cat Featuring Nicki Minaj,Say So,33,1,32,2020-08-29,35
3433,34,StaySolidRocky,Party Girl,34,21,16,2020-08-29,35
3434,35,Megan Thee Stallion,Girls In The Hood,46,28,7,2020-08-29,35
3435,36,Lady Gaga & Ariana Grande,Rain On Me,35,1,12,2020-08-29,35
3436,37,Kane Brown With Swae Lee & Khalid,Be Like That,47,37,5,2020-08-29,35
3437,38,Morgan Wallen,Chasin' You,39,16,29,2020-08-29,35
3438,39,Billie Eilish,My Future,6,6,2,2020-08-29,35
3439,40,Kane Brown,Cool Again,67,40,11,2020-08-29,35
3440,41,Maroon 5,Nobody's Love,45,41,3,2020-08-29,35
3441,42,Roddy Ricch,The Box,37,1,36,2020-08-29,35
3442,43,Sam Hunt,Hard To Forget,38,26,20,2020-08-29,35
3443,44,Saweetie,Tap In,53,44,5,2020-08-29,35
3444,45,Lil Baby,Emotionally Scarred,44,31,24,2020-08-29,35
3445,46,Lil Baby,The Bigger Picture,42,3,9,2020-08-29,35
3446,47,Jason Aldean,Got What I Got,51,47,11,2020-08-29,35
3447,48,JP Saxe Featuring Julia Michaels,If The World Was Ending,50,48,20,2020-08-29,35
3448,49,Chris Janson,Done,41,41,9,2020-08-29,35
3449,50,Taylor Swift,The 1,23,4,3,2020-08-29,35
3450,51,BENEE Featuring Gus Dapperton,Supalonely,49,39,22,2020-08-29,35
3451,52,Justin Moore,Why We Drink,58,52,11,2020-08-29,35
3452,53,Florida Georgia Line,I Love My Country,54,48,17,2020-08-29,35
3453,54,Doja Cat Featuring Gucci Mane,Like That,57,51,11,2020-08-29,35
3454,55,Miranda Lambert,Bluebird,40,26,19,2020-08-29,35
3455,56,Luke Combs,Lovin' On You,60,56,7,2020-08-29,35
3456,57,Moneybagg Yo,Said Sum,52,44,6,2020-08-29,35
3457,58,DJ Khaled Featuring Drake,Greece,56,8,4,2020-08-29,35
3458,59,Lee Brice,One Of Them Girls,61,59,11,2020-08-29,35
3459,60,Dan + Shay,I Should Probably Go To Bed,43,43,2,2020-08-29,35
3460,61,Taylor Swift Featuring Bon Iver,Exile,36,6,3,2020-08-29,35
3461,62,Rod Wave,Letter From Houston,0,62,1,2020-08-29,35
"3462,63,""Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"",Be A Light,62,58,19,2020-08-29,35"
"3463,64,""J Balvin, Dua Lipa, Bad Bunny & Tainy"",Un Dia (One Day),68,63,3,2020-08-29,35"
3464,65,Rod Wave,Girl Of My Dreams,86,65,13,2020-08-29,35
3465,66,Keith Urban,God Whispered Your Name,72,60,17,2020-08-29,35
3466,67,Morgan Wallen,More Than My Hometown,70,61,9,2020-08-29,35
3467,68,Drake,Toosie Slide,64,1,19,2020-08-29,35
3468,69,AJR,Bang!,78,69,6,2020-08-29,35
"3469,70,""Black Eyed Peas, Ozuna + J.Rey Soul"",Mamacita,75,62,10,2020-08-29,35"
3470,71,LOCASH,One Big Country Song,63,50,11,2020-08-29,35
3471,72,Topic & A7S,Breaking Me,95,72,3,2020-08-29,35
3472,73,Ava Max,Kings & Queens,0,73,1,2020-08-29,35
3473,74,Gunna Featuring Young Thug,Dollaz On My Head,76,38,10,2020-08-29,35
3474,75,Pop Smoke,Got It On Me,65,31,6,2020-08-29,35
3475,76,Ashley McBryde,One Night Standards,81,76,10,2020-08-29,35
3476,77,Parker McCollum,Pretty Heart,94,77,5,2020-08-29,35
3477,78,surf mesa Featuring Emilee,ily,87,72,12,2020-08-29,35
3478,79,Ariana Grande & Justin Bieber,Stuck With U,79,1,14,2020-08-29,35
3479,80,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,Hate The Other Side,74,10,5,2020-08-29,35
3480,81,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,90,81,10,2020-08-29,35
3481,82,Machine Gun Kelly X blackbear,My Ex's Best Friend,0,82,1,2020-08-29,35
3482,83,Juice WRLD,Conversations,71,7,5,2020-08-29,35
3483,84,24kGoldn Featuring iann dior,Mood,0,84,1,2020-08-29,35
3484,85,Young T & Bugsey Featuring Headie One,Don't Rush,77,56,14,2020-08-29,35
3485,86,Rod Wave,Freestyle,0,86,1,2020-08-29,35
3486,87,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,89,56,3,2020-08-29,35
3487,88,Pop Smoke,Something Special,80,41,6,2020-08-29,35
3488,89,Tim McGraw,I Called Mama,0,89,2,2020-08-29,35
3489,90,Don Toliver,After Party,100,57,16,2020-08-29,35
3490,91,Juice WRLD,Righteous,83,11,15,2020-08-29,35
3491,92,Jameson Rodgers,Some Girls,0,92,1,2020-08-29,35
3492,93,Nio Garcia x Anuel AA x Myke Towers x Brray x Juanka,La Jeepeta,0,93,1,2020-08-29,35
3493,94,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,99,43,8,2020-08-29,35
3494,95,Mulatto,B*tch From da Souf,0,95,1,2020-08-29,35
3495,96,Migos Featuring YoungBoy Never Broke Again,Need It,82,62,12,2020-08-29,35
3496,97,Juice WRLD X Halsey,Life's A Mess,84,9,6,2020-08-29,35
3497,98,Trevor Daniel x Selena Gomez,Past Life,0,77,4,2020-08-29,35
3498,99,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,Move Ya Hips,19,19,2,2020-08-29,35
3499,100,Marshmello & Halsey,Be Kind,88,29,15,2020-08-29,35
3500,1,Cardi B Featuring Megan Thee Stallion,WAP,1,1,2,2020-09-05,36
3501,2,Drake Featuring Lil Durk,Laugh Now Cry Later,0,2,1,2020-09-05,36
3502,3,DaBaby Featuring Roddy Ricch,Rockstar,2,1,18,2020-09-05,36
3503,4,The Weeknd,Blinding Lights,3,1,38,2020-09-05,36
"3504,5,""Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne"",Whats Poppin,4,2,28,2020-09-05,36"
3505,6,Morgan Wallen,7 Summers,0,6,1,2020-09-05,36
3506,7,Harry Styles,Watermelon Sugar,5,1,22,2020-09-05,36
3507,8,SAINt JHN,Roses,6,4,22,2020-09-05,36
3508,9,Jawsh 685 x Jason Derulo,Savage Love (Laxed - Siren Beat),7,7,10,2020-09-05,36
3509,10,Gabby Barrett Featuring Charlie Puth,I Hope,11,10,34,2020-09-05,36
3510,11,Chris Brown & Young Thug,Go Crazy,9,9,15,2020-09-05,36
3511,12,Lewis Capaldi,Before You Go,10,10,29,2020-09-05,36
3512,13,Dua Lipa,Break My Heart,13,13,21,2020-09-05,36
3513,14,Miley Cyrus,Midnight Sky,0,14,1,2020-09-05,36
3514,15,Harry Styles,Adore You,14,6,37,2020-09-05,36
3515,16,Post Malone,Circles,15,1,51,2020-09-05,36
3516,17,Pop Smoke Featuring Lil Baby & DaBaby,For The Night,20,6,7,2020-09-05,36
3517,18,Juice WRLD x Marshmello,Come & Go,18,2,6,2020-09-05,36
3518,19,Pop Smoke Featuring Lil Tjay,Mood Swings,17,17,7,2020-09-05,36
3519,20,Megan Thee Stallion,Savage,16,1,23,2020-09-05,36
3520,21,DJ Khaled Featuring Drake,Popstar,23,3,5,2020-09-05,36
3521,22,Rod Wave Featuring ATR Son Son,Rags2Riches,12,12,8,2020-09-05,36
3522,23,Powfu Featuring beabadoobee,Death Bed,25,23,23,2020-09-05,36
3523,24,Lil Mosey,Blueberry Faygo,19,8,28,2020-09-05,36
3524,25,Maddie & Tae,Die From A Broken Heart,22,22,19,2020-09-05,36
3525,26,24kGoldn Featuring iann dior,Mood,84,26,2,2020-09-05,36
3526,27,Dua Lipa,Don't Start Now,26,2,42,2020-09-05,36
3527,28,Pop Smoke Featuring 50 Cent & Roddy Ricch,The Woo,29,11,7,2020-09-05,36
3528,29,Maren Morris,The Bones,28,12,48,2020-09-05,36
3529,30,Luke Bryan,One Margarita,21,19,16,2020-09-05,36
3530,31,Future Featuring Drake,Life Is Good,30,2,32,2020-09-05,36
3531,32,Juice WRLD,Wishing Well,27,5,6,2020-09-05,36
3532,33,Taylor Swift,Cardigan,24,1,4,2020-09-05,36
3533,34,Kane Brown With Swae Lee & Khalid,Be Like That,37,34,6,2020-09-05,36
3534,35,Juice WRLD & The Weeknd,Smile,8,8,2,2020-09-05,36
3535,36,Morgan Wallen,Chasin' You,38,16,30,2020-09-05,36
3536,37,Justin Bieber Featuring Quavo,Intentions,31,5,28,2020-09-05,36
3537,38,Lil Baby & 42 Dugg,We Paid,32,10,16,2020-09-05,36
3538,39,Kane Brown,Cool Again,40,39,12,2020-09-05,36
3539,40,StaySolidRocky,Party Girl,34,21,17,2020-09-05,36
3540,41,Saweetie,Tap In,44,41,6,2020-09-05,36
3541,42,Megan Thee Stallion,Girls In The Hood,35,28,8,2020-09-05,36
3542,43,Doja Cat Featuring Nicki Minaj,Say So,33,1,33,2020-09-05,36
3543,44,Lady Gaga & Ariana Grande,Rain On Me,36,1,13,2020-09-05,36
3544,45,Lil Baby,Emotionally Scarred,45,31,25,2020-09-05,36
3545,46,Jason Aldean,Got What I Got,47,46,12,2020-09-05,36
3546,47,Roddy Ricch,The Box,42,1,37,2020-09-05,36
3547,48,JP Saxe Featuring Julia Michaels,If The World Was Ending,48,48,21,2020-09-05,36
3548,49,Maroon 5,Nobody's Love,41,41,4,2020-09-05,36
3549,50,Justin Moore,Why We Drink,52,50,12,2020-09-05,36
3550,51,Lil Baby,The Bigger Picture,46,3,10,2020-09-05,36
3551,52,Lee Brice,One Of Them Girls,59,52,12,2020-09-05,36
3552,53,Luke Combs,Lovin' On You,56,53,8,2020-09-05,36
3553,54,Billie Eilish,My Future,39,6,3,2020-09-05,36
3554,55,Florida Georgia Line,I Love My Country,53,48,18,2020-09-05,36
3555,56,Doja Cat Featuring Gucci Mane,Like That,54,51,12,2020-09-05,36
"3556,57,""Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"",Be A Light,63,57,20,2020-09-05,36"
3557,58,YoungBoy Never Broke Again,Kacey Talk,0,58,1,2020-09-05,36
3558,59,Moneybagg Yo,Said Sum,57,44,7,2020-09-05,36
3559,60,DJ Khaled Featuring Drake,Greece,58,8,5,2020-09-05,36
3560,61,Conan Gray,Heather,0,61,1,2020-09-05,36
3561,62,Morgan Wallen,More Than My Hometown,67,61,10,2020-09-05,36
3562,63,Chris Janson,Done,49,41,10,2020-09-05,36
3563,64,Miranda Lambert,Bluebird,55,26,20,2020-09-05,36
3564,65,Dan + Shay,I Should Probably Go To Bed,60,43,3,2020-09-05,36
3565,66,Internet Money & Gunna Featuring Don Toliver & NAV,Lemonade,0,66,1,2020-09-05,36
3566,67,Taylor Swift,The 1,50,4,4,2020-09-05,36
"3567,68,""J Balvin, Dua Lipa, Bad Bunny & Tainy"",Un Dia (One Day),64,63,4,2020-09-05,36"
3568,69,AJR,Bang!,69,69,7,2020-09-05,36
3569,70,Keith Urban,God Whispered Your Name,66,60,18,2020-09-05,36
3570,71,Money Man Featuring Lil Baby,24,0,71,1,2020-09-05,36
3571,72,Drake,Toosie Slide,68,1,20,2020-09-05,36
3572,73,Topic & A7S,Breaking Me,72,72,4,2020-09-05,36
3573,74,HARDY Featuring Lauren Alaina & Devin Dawson,One Beer,81,74,11,2020-09-05,36
3574,75,Rod Wave,Girl Of My Dreams,65,65,14,2020-09-05,36
3575,76,Ava Max,Kings & Queens,73,73,2,2020-09-05,36
3576,77,Parker McCollum,Pretty Heart,77,77,6,2020-09-05,36
3577,78,Tim McGraw,I Called Mama,89,78,3,2020-09-05,36
3578,79,Gunna Featuring Young Thug,Dollaz On My Head,74,38,11,2020-09-05,36
3579,80,Ashley McBryde,One Night Standards,76,76,11,2020-09-05,36
3580,81,surf mesa Featuring Emilee,ily,78,72,13,2020-09-05,36
3581,82,Taylor Swift Featuring Bon Iver,Exile,61,6,4,2020-09-05,36
3582,83,Polo G,Martin & Gina,0,61,3,2020-09-05,36
3583,84,Blake Shelton Featuring Gwen Stefani,Happy Anywhere,87,56,4,2020-09-05,36
3584,85,Pop Smoke,Got It On Me,75,31,7,2020-09-05,36
3585,86,Jameson Rodgers,Some Girls,92,86,2,2020-09-05,36
"3586,87,""Black Eyed Peas, Ozuna + J.Rey Soul"",Mamacita,70,62,11,2020-09-05,36"
3587,88,Don Toliver,After Party,90,57,17,2020-09-05,36
3588,89,Lil Durk Featuring Lil Baby & Polo G,3 Headed Goat,94,43,9,2020-09-05,36
